permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2020,16-087-071-,"3710  Pyramid Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056321 37.39241),,,
2020,14-833-048-,"2216  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.100748 37.402682),,,
2020,14-833-054-,"2225  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.101223 37.402561),,,
2020,16-077-088-,"230  Evandale Av, Mountain View, CA",277 Fairchild Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.058251 37.404618),,,
2020,14-833-046-,"2222  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.100995 37.402752),,,
2020,14-833-049-,"2218  Mora Pl, Mountain View, CA",2296 Mora Drive,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.100784 37.402605),,,
2020,16-087-080-,"3810  Pyramid Wy, Mountain View, CA",100-430 Ferguson Dr,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.056133 37.392526),,,
2020,160-04-008,"715 Sleeper Avenue, Mountain View, CA",715 Sleeper Avenue,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.071451 37.371297),,,
2021,15806043,"830  Hope St, Mountain View, CA",864 HOPE ST,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.082783 37.386518),,,
2021,158-33-002,"151 Calderon Av, Mountain View, CA",Avalon Bay,Accessory Dwelling Unit,Renter,0,0,1,1,POINT (-122.071297 37.390895),,,
2021,158-33-005,"151 Calderon Av, Mountain View, CA",Eaves Apt,Accessory Dwelling Unit,Renter,0,0,1,1,POINT (-122.071297 37.390895),,,
2021,158-33-002,"151 Calderon Av, Mountain View, CA",Avalon Bay,Accessory Dwelling Unit,Renter,0,0,1,1,POINT (-122.071297 37.390895),,,
2021,158-33-002,"151 Calderon Av, Mountain View, CA",Avalon Bay,Accessory Dwelling Unit,Renter,0,0,1,1,POINT (-122.071297 37.390895),,,
2021,15303022,"1962  Colony St, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.08947 37.41564),,,
2021,15822021,"225  Hope St 3, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.07789 37.392992),,,
2021,15822021,"229  Hope St, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.077915 37.392941),,,
2021,15822021,"223  Hope St 2, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.077878 37.393017),,,
2021,15003014,"412  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089677 37.408294),,,
2021,15003014,"410  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.090327 37.407971),,,
2021,15303022,"1968  Colony St, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089762 37.415951),,,
2021,15822021,"231  Hope St, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.077757 37.392618),,,
2021,15303022,"1960  Colony St, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089354 37.415939),,,
2021,15822021,"227  Hope St 4, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.077903 37.392966),,,
2021,15003013,"414  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.090238 37.408125),,,
2021,15303022,"851  Sierra Vista Av B, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089201 37.41603),,,
2021,15303022,"1966  Colony St, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089625 37.415947),,,
2021,15822021,"221  Hope St 1, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.077866 37.393035),,,
2021,15303022,"851  Sierra Vista Av A, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.089201 37.41603),,,
2021,15806043,"840  Hope St, Mountain View, CA",864 HOPE ST,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.082803 37.38646),,,
2020,16-004-008-,"605  Apollo Ln, Mountain View, CA",535 Walker Drive,Single-Family Attached Unit,Owner,0,0,1,1,POINT (-122.067921 37.401666),,,
2020,19-721-053-,"3370  Filomena Ct, Mountain View, CA",344 Bryant Avenue,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.0758 37.361739),,,
2020,19-721-053-,"3366  Filomena Ct, Mountain View, CA",344 Bryant Avenue,Single-Family Detached Unit,Owner,0,0,1,1,POINT (-122.075822 37.362023),,,
2020,158-22-019,"676 West Dana Street, Mountain View, CA",676 West Dana Street,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.078216 37.39228),,,
2019,154-21-017,"1958 Latham Street, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.097015 37.395274),,,
2019,158-22-021,"231 Hope Street, Mountain View, CA",,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.077757 37.392618),,,
2019,160-39-015,"268 Ada Avenue, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.065754 37.39478),,,
2019,153-24-005,"777 West Middlefield Road, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.076262 37.402896),,,
2019,153-24-010,"759 Middlefield Road, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.074732 37.401981),,,
2019,161-15-004,"555 East Evelyn Avenue, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.054642 37.385588),,,
2019,189-32-074,"1411-1495 West El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.091507 37.388968),,,
2021,116-14-137,"1100 La Avenida, Mountain View, CA",,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.072977 37.413224),,,
2019,158-07-019,"950 West El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.08548 37.386965),,,
2018,150-26-006,"460 N. Shoreline Blvd., Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.080556 37.4008),,,
2018,189-32-085,"1313-1347 W. El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.09006 37.388459),,,
2018,153-04-001,"828-836 Sierra Vista Ave, 1975-1979 Colony St., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089762 37.415439),,,
2018,193-07-002,"982 Bonita Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.081124 37.382391),,,
2018,"158-33-001, 158-34-002, 158-34-003, 158-34-004","257 Calderon Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.072377 37.390128),,,
2018,158-06-043,"864 Hope St., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.082853 37.386323),,,
2018,"160-04-005, 160-04-006, 160-04-007, 160-04-008, 160-04-009","535 Walker Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067325 37.402401),,,
2018,150-08-009,"315-319 Sierra Vista Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09068 37.406189),,,
2018,150-03-014,"410-414 Sierra Vista Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090238 37.408125),,,
2018,"116-14-028, 116-14-089, 116-14-094, 116-14-095, 116-14-098, 116-14-126, 116-14-136","1255 Pear Ave., Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.074485 37.41431),,,
2018,197-40-001,"349 Martens Ave., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.073175 37.374293),,,
2018,189-64-001 to -052,"1101 W. El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.08726 37.386952),,,
2018,"189-01-157, 189-01-158","801 W El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.084486 37.385685),,,
2018,"153-26-084, 153-28-090","100 Moffett Blvd, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.077822 37.395568),,,
2018,148-36-039,"2268-2280 W. El Camino Real, Mountain View, CA",,5 or More Units Per Structure,Renter,0,10,191,201,POINT (-122.104894 37.397367),,,
2018,160-85-001 to -035,"133 & 149 Fairchild Ave, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2018,197-40-033 to -043,"1991 Sun-Mor Ave., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.069176 37.374178),,,
2018,150-59-001 to -024,"1968 Hackett Ave, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.092858 37.404294),,,
2018,153-49-001 to -029,"647 Sierra Vista Ave, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.088653 37.411163),,,
2018,153-02-021,"858 Sierra Vista Ave., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,3,3,POINT (-122.090078 37.41642),,,
2018,160-07-011Â to 160-07-013,"277 Fairchild Ave., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,24,24,POINT (-122.057946 37.405315),,,
2018,160-61-056,"100, 420, 430 Ferguson Dr., Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,46,46,POINT (-122.078754 37.367227),,,
2018,148-33-032 to 148-33-057,"2296 Mora Dr, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,50,50,POINT (-122.102539 37.403573),,,
2018,158-24-074,"582 Hope St, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.081534 37.388496),,,
2018,160-84-001 to -037,"450 N. Whisman Rd, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.058432 37.400856),,,
2018,"148-38-159, 148-38-158","2206 & 2212 Leland Ave., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2018,160-86-001 to -016,"400 Pacific Dr., Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.058391 37.392124),,,
2018,150-14-017,"1898 San Ramon, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,0,0,POINT (-122.086608 37.40909),,,
2018,170-07-025Â ,"1725 Pilgrim Ave, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,0,0,POINT (-122.096836 37.388995),,,
2018,197-41-053 Â ,"194 Carmelita Dr, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,0,0,POINT (-122.074507 37.376979),,,
2018,158-05-065 Â ,"229 Church St, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,0,0,POINT (-122.077658 37.385497),,,
2018,189-61-011Â ,"1103 Miramonte Ave, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,0,0,POINT (-122.086864 37.384658),,,
2018,154-30-018Â ,"665 Palo Alto Ave., Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.088974 37.390421),,,
2018,153-20-009 Â ,"832  San Lucas Ct., Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.071931 37.403925),,,
2018,158-13-012 Â ,"260 Franklin St., Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.081985 37.394073),,,
2018,154-10-035 Â ,"1585 Villa St., Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.087777 37.397008),,,
2018,158-09-025 Â ,"550 Sierra Ave, Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.079905 37.386507),,,
2018,154-08-012Â ,"339 Pettis Ave., Mountain View, CA",,Accessory Dwelling Unit,Owner,0,0,1,1,POINT (-122.087491 37.394889),,,
2018,"147-17-002, 148-18-015","2580 California Street, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.108998 37.405667),,,
2020,148-16-008,"2645-2655 Fayette Drive, Mountain View, CA",2645-2655 Fayette Drive,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.114194 37.403846),,,
2020,153-15-015,"1001 North Shoreline Boulevard, Mountain View, CA",1001 North Shoreline Boulevard,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.076741 37.409511),,,
2020,160-52-013,"355-415 East Middlefield Road, Mountain View, CA",355-415 East Middlefield Road,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.056325 37.395994),,,
2020,153-15-015,"1001 North Shoreline Boulevard, Mountain View, CA",1001 North Shoreline Boulevard,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.076741 37.409511),,,
2020,158-12-069,"325-229 Franklin Street, Mountain View, CA",325-229 Franklin Street,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.081875 37.392929),,,
2020,153-03-022,"851-853 Sierra Vista Avenue, Mountain View, CA",851-853 Sierra Vista Avenue,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089356 37.416257),,,
2020,160-52-013,"355-415 East Middlefield Road, Mountain View, CA",355-415 East Middlefield Road,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.056325 37.395994),,,
2019,154-02-001,"1720 Villa Street, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.089436 37.398144),,,
2021,"154-21-013, 154-21-007, 154-21-008, 154-21-009, 154-21-010, 154-21-011, 154-21-012","1919-1933 Gamel Way & 574 Escuela Ave &1970 Latham, Mountain View, CA",,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.095944 37.395339),,,
2021,160-58-002,"400 Logue Ave, Mountain View, CA",,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.050439 37.397539),,,
2021,"148-36-003, 148-36-035, 148-36-036","570 S Rengstorff Ave, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.101427 37.39783),,,
2021,193-22-003,"773 Cuesta Dr, Mountain View, CA",,Single-Family Detached Unit,Owner,0,0,0,0,POINT (-122.085916 37.373265),,,
2021,160-37-005,"198 Easy Street, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067895 37.395379),,,
2021,160-32-002 and 160-32-001,"294-296 Tyrella Ave, Mountain View, CA",,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.065335 37.398342),,,
2020,15-026-007-,"460 N Shoreline Bl, Mountain View, CA",460 N SHORELINE BL,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.080556 37.4008),,,
2020,158-07-019,"950 West El Camino Real, Mountain View, CA",950 West El Camino Real,5 or More Units Per Structure,Renter,42,28,1,71,POINT (-122.08548 37.386965),,,
2020,148-16-045,"400  San Antonio Rd, Mountain View, CA",400 San Antonio Rd,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.112749 37.404728),,,
2021,148-29-024,"398  Ortega Av, Mountain View, CA",394 Ortega Ave,5 or More Units Per Structure,Renter,0,0,0,0,POINT (-122.10501 37.400729),,,
2020,154-02-001,"1720 Villa Street, Mountain View, CA",1720 Villa Street,5 or More Units Per Structure,Renter,0,3,204,207,POINT (-122.089436 37.398144),,,
2020,148-17-003,"2580-2590 California Street, Mountain View, CA",2580-2590 California Street,5 or More Units Per Structure,Renter,0,14,600,632,POINT (-122.110149 37.406073),,,
2020,153-24-010,"759 West Middlefield Road, Mountain View, CA",759 West Middlefield Road,5 or More Units Per Structure,Renter,0,0,75,75,POINT (-122.074732 37.401981),,,
2021,15015006,"1265  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14712065,"2376  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15015006,"1275  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14712065,"2389  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15303022,"853  Sierra Vista Av A, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089356 37.416257),,,
2021,15015006,"1279  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15822021,"233  Hope St 7, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.077939 37.39289),,,
2021,15015006,"1291  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15003014,"424  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089976 37.407715),,,
2021,14712065,"2371  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15015006,"1391 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.081987 37.407857),,,
2021,16004008,"621  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.06764 37.401833),,,
2021,16004008,"617  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.06753 37.401862),,,
2021,15003014,"428  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089893 37.407847),,,
2021,14712065,"735  Independence Av, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.097336 37.413465),,,
2021,16004008,"662  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067227 37.402108),,,
2021,15015006,"1277  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15015006,"1385 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.081947 37.407831),,,
2021,16004005,"619  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067951 37.401622),,,
2021,15015006,"1273  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14712065,"2373  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,16004008,"664  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067183 37.402229),,,
2021,16004009,"640  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067414 37.402125),,,
2021,14712065,"2362  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,16004008,"648  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067464 37.402271),,,
2021,14712065,"2381  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15822021,"235  Hope St 8, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.077951 37.392864),,,
2021,15015006,"1287  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14712065,"2388  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15015006,"1387 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.08196 37.407839),,,
2021,16004008,"623  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067689 37.402019),,,
2021,15015006,"1395 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.082015 37.407874),,,
2021,16004008,"642  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067584 37.402115),,,
2021,16004008,"656  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067329 37.402248),,,
2021,16004008,"654  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067374 37.402125),,,
2021,14712065,"2382  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15015006,"1263  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15303022,"853  Sierra Vista Av C, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089356 37.416257),,,
2021,16004008,"650  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067452 37.402096),,,
2021,15015006,"1269  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15003014,"422  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.090006 37.40765),,,
2021,15015006,"1261  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15015006,"1389 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.081974 37.407848),,,
2021,14712065,"2372  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15822021,"237  Hope St 9, Mountain View, CA",231 Hope Street,5 or More Units Per Structure,Owner,0,0,0,0,POINT (-122.077963 37.392838),,,
2021,14712065,"2366  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,15003014,"426  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089947 37.40778),,,
2021,16004008,"615  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067547 37.402002),,,
2021,15003014,"408  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089821 37.407996),,,
2021,14712065,"2379  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15015006,"1393 W Middlefield Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.082001 37.407865),,,
2021,16004008,"660  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067262 37.402204),,,
2021,15303007,"853  Sierra Vista Av B, Mountain View, CA",851 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089356 37.416257),,,
2021,16004008,"644  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067529 37.402238),,,
2021,16004008,"613  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067469 37.401945),,,
2021,14712065,"2387  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15003014,"432  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089831 37.407975),,,
2021,14712065,"2377  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,16004008,"658  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067322 37.402079),,,
2021,15003014,"430  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.089862 37.407911),,,
2021,14712065,"2386  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,14712065,"2383  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,14712065,"2378  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09687 37.4133),,,
2021,16004008,"646  Taylor Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067525 37.402147),,,
2021,14712065,"2369  Toledo Tr, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.096882 37.413138),,,
2021,15015006,"1283  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,15003014,"420  Sierra Vista Av, Mountain View, CA",410 Sierra Vista,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.09006 37.407586),,,
2021,15015006,"1289  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,14712065,"731  Independence Av, Mountain View, CA",2310 Rock Street,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.097342 37.413387),,,
2021,15015006,"1271  Verano Rd, Mountain View, CA",1555 W. MIDDLEFIELD RD,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-121.705327 37.189396),,,
2021,16004008,"625  Alamo Ct, Mountain View, CA",535 Walker,Single-Family Attached Unit,Owner,0,0,0,0,POINT (-122.067713 37.401888),,,
